"Title","Director","US_Gross","Critics","Audiences","Director_Gender","First_Gender"
"Thomas in Love","Pierre-Paul Renders",82500,69,83,NA,"male"
"Thor: Love and Thunder","Taika Waititi",343200000,63,76,NA,"male"
"Thor: Ragnarok","Taika Waititi",3.15e+08,93,87,NA,"male"
"Thor: The Dark World","Alan Taylor",206400000,67,75,"male","female"
"Thor","Kenneth Branagh",2.68e+08,77,76,"male","male"
"Three Billboards Outside Ebbing, Missouri","Martin McDonagh",54100000,90,87,"male","female"
"The Three Burials of Melquiades Estrada","Tommy Lee Jones",5e+06,85,81,"male","male"
"Three Colors: Blue","Krzysztof Kieslowski",539200,96,93,"male","female"
"Three Colors: White","Krzysztof Kieslowski",468000,89,87,"male","male"
"Three Night Stand","Pat Kiely",3100,60,30,"female","male"
"Three Thousand Years of Longing","George Miller",8300000,71,73,"male","female"
"Throw Momma From the Train","Danny DeVito",54400000,64,54,"male","male"
"Thumbsucker","Mike Mills",1300000,71,71,"male","male"
"Thunderbirds","Jonathan Frakes",6800000,19,37,"male","male"
"Tideland","Terry Gilliam",61200,31,64,"male","female"
"Tiger Eyes","Lawrence Blume",25200,63,53,"male","female"
"Tigerland","Joel Schumacher",139300,77,71,"male","male"
"Till","Chinonye Chukwu",9e+06,96,97,"female","female"
"A Time for Drunken Horses","Bahman Ghobadi",701500,86,83,NA,"male"
"Time Out of Mind","Oren Moverman",162300,80,42,"male","male"
"Time Out","Laurent Cantet",448400,95,80,"male","male"
"Timecode","Mike Figgis",945000,68,48,"male","female"
"Timeline","Richard Donner",19500000,13,45,"male","male"
"Titanic","James Cameron",658800000,88,69,"male","female"
"To Dust","Shawn Snyder",179600,89,73,"male","male"
"To Live and Die in L.A.","William Friedkin",16600000,88,78,"male","male"
"To Rome With Love","Woody Allen",16700000,47,40,"male","male"
"To Sleep With Anger","Charles Burnett",1200000,89,79,"male","male"
"To the Wonder","Terrence Malick",586300,47,37,"male","male"
"Tod@s caen","Ariel Winograd",2700000,57,93,"female","male"
"Together","Lukas Moodysson",339,90,89,"male","male"
"Together Together","Nikole Beckwith",1400000,91,77,"female","male"
"Together","Chen Kaige",1100000,73,89,"male","male"
"Tokyo Sonata","Kiyoshi Kurosawa",277300,94,80,"male","male"
"Tom and Huck","Peter Hewitt",23900000,25,42,"male","male"
"Tom & Jerry","Tim Story",4.6e+07,30,82,"male","male"
"Tomb Raider","Roar Uthaug",57300000,52,55,NA,"female"
"Tommy Boy","Peter Segal",30700000,40,90,"male","male"
"Tomorrow Never Dies","Roger Spottiswoode",1.45e+08,57,53,"male","male"
"Top Five","Chris Rock",25300000,85,64,"male","male"
"Top Gun: Maverick","Joseph Kosinski",718500000,96,99,"male","male"
"Top Gun","Tony Scott",179800000,57,83,"male","male"
"Torremolinos 73","Pablo Berger",87400,70,69,"male","male"
"Tortilla Soup","Maria Ripoll",4400000,75,71,"female","male"
"Total Recall","Len Wiseman",58900000,31,47,"male","male"
"Touchback","Don Handfield",204100,38,63,"male","male"
"Touchy Feely","Lynn Shelton",36000,42,22,"female","male"
"Towelhead","Alan Ball",371400,49,58,"male","female"
"Tower Heist","Brett Ratner",7.8e+07,67,48,"male","male"
"Town & Country","Peter Chelsom",6700000,13,14,"male","male"
"Toy Story 4","Josh Cooley",4.34e+08,97,94,"male","male"
"Toy Story","John Lasseter",31300000,100,92,"male","male"
"Traces of Red","Andy Wolk",3200000,29,42,"male","male"
"Track 29","Nicolas Roeg",19300,63,44,"male","female"
"Trainspotting","Danny Boyle",16600000,90,93,"male","male"
"Traitor","Jeffrey Nachmanoff",23500000,65,64,"male","male"
"Trance","Danny Boyle",2300000,69,62,"male","male"
"Transamerica","Duncan Tucker",9e+06,77,83,"male","female"
"Transcendence","Wally Pfister",2.3e+07,19,37,"male","male"
"Transformers: Dark of the Moon","Michael Bay",352400000,35,55,"male","male"
"Transformers: Revenge of the Fallen","Michael Bay",402100000,20,57,"male","male"
"Transporter 2","Louis Leterrier",43100000,52,58,"male","male"
"Transporter 3","Olivier Megaton",31300000,40,48,"male","male"
"The Transporter","Corey Yuen",25300000,54,73,"male","male"
"Trees Lounge","Steve Buscemi",673300,81,78,"male","male"
"Trespass","Joel Schumacher",16800,9,22,"male","male"
"Trial by Fire","Edward Zwick",143300,62,71,"male","male"
"The Weeping Meadow","Theodoros Angelopoulos",24500,67,90,"male","female"
"The Trip to Bountiful","Peter Masterson",6e+06,100,86,"male","female"
"Triple 9","John Hillcoat",12600000,55,41,"male","male"
"Triple Threat","Jesse V. Johnson",73400,67,38,"male","female"
"The Tripper","David Arquette",20800,38,33,"male","male"
"Trippin'","David Raynr",9e+06,18,79,"male","male"
"Triumph of the Spirit","Robert M. Young",163600,63,52,"male","male"
"Trixie","Alan Rudolph",294900,28,23,"male","female"
"Trolls Band Together","Walt Dohrn",1.03e+08,63,92,"male","male"
"Tropic Thunder","Ben Stiller",110400000,82,71,"male","male"
"Trouble With the Curve","Robert Lorenz",35800000,51,66,"male","male"
"Trucker","James Mottern",52200,58,57,"male","female"
"Trudell","Heather Rae",21800,33,76,"female","male"
"True Believer","Joseph Ruben",8700000,96,63,"male","male"
"True Lies","James Cameron",146300000,70,76,"male","male"
"True Story","Rupert Goold",4700000,45,38,"male","male"
"The Truman Show","Peter Weir",125600000,94,89,"male","male"
"Trust the Man","Bart Freundlich",1500000,29,35,"male","female"
"Truth","James Vanderbilt",2500000,63,62,"male","male"
"The Truth About Cats & Dogs","Michael Lehmann",34100000,85,57,"male","male"
"Tuck Everlasting","Jay Russell",19200000,60,70,"male","female"
"Tucker: The Man and His Dream","Francis Ford Coppola",19200000,81,68,"male","male"
"Tuesday","Daina Oniunas-Pusic",620000,82,48,"female","female"
"Tulip Fever","Justin Chadwick",2400000,10,42,"male","female"
"Tully","Jason Reitman",9200000,87,75,"male","female"
"The Truth About Tully","Hilary Birmingham",433300,81,76,"female","male"
"Turbo","David Soren",8.3e+07,67,65,"male","male"
"Turn It Up","Robert Adetuyi",1200000,10,25,"male","male"
"Turning Red","Domee Shi",1300000,95,67,NA,"female"
"The Tuxedo","Kevin Donovan",50200000,21,30,"male","male"
"Twist","Jacob Tierney",46200,16,53,"male","male"
"Twisted","Philip Kaufman",25200000,2,31,"male","female"
"Two Can Play That Game","Mark Brown",22200000,40,83,"male","female"
"Two Family House","Raymond De Felitta",1e+06,89,82,"male","male"
"Two if by Sea","Bill Bennett",9800000,13,22,"male","female"
"Two Lovers","James Gray",3100000,82,59,"male","male"
"Two Much","Fernando Trueba",1100000,14,35,"male","male"
"Two Ninas","Neil Turitz",11000,67,51,"male","male"
"Two Weeks Notice","Marc Lawrence",93300000,42,59,"male","female"
"Tyler Perry's Good Deeds","Tyler Perry",3.5e+07,36,76,"male","male"
"Tyrannosaur","Paddy Considine",22100,84,85,"female","female"
"The Ugly Truth","Robert Luketic",88900000,14,60,"male","female"
"Ulee's Gold","Victor Nunez",9100000,94,75,"male","male"
"The Ultimate Gift","Michael O. Sajbel",3400000,33,84,"male","male"
"Umma","Iris K. Shim",2e+06,31,51,"female","female"
"Father Never Bothered","Raúl Martínez",2100000,75,85,NA,"male"
"The Unbearable Lightness of Being","Philip Kaufman",9300000,87,84,"male","female"
"Unbreakable","M. Night Shyamalan",9.5e+07,70,77,NA,"male"
"Unbroken","Angelina Jolie",115600000,52,70,"female","male"
"Unbroken: Path to Redemption","Harold Cronk",6200000,38,73,"male","male"
"Uncharted","Ruben Fleischer",147700000,40,90,"male","male"
"Uncle Drew","Charles Stone III",42500000,61,48,"male","male"
"Unconditional","Brent McCorkle",525200,75,86,"male","female"
"Under Hellgate Bridge","Michael Sergio",72000,20,53,"male","male"
"Under Suspicion","Simon Moore",158700,25,58,"male","male"
"Under the Eiffel Tower","Archie Borders",4000,41,41,"male","male"
"Under the Same Moon","Patricia Riggen",12600000,72,82,"female","female"
"Under the Tuscan Sun","Audrey Wells",43600000,62,78,"female","female"
"Underclassman","Marcos Siega",5700000,6,34,"male","male"
"Undercover Blues","Herbert Ross",1.2e+07,37,67,"male","male"
"Undercover Brother","Malcolm D. Lee",38200000,78,64,"male","male"
"Underdog","Frederik Du Chau",43800000,14,42,"male","male"
"The Underneath","Steven Soderbergh",386900,62,39,"male","male"
"Undertow","David Gordon Green",124200,54,61,"male","male"
"Underworld","Len Wiseman",51500000,31,79,"male","male"
"The Last Mistress","Catherine Breillat",785000,77,59,"female","male"
"Unfaithful","Adrian Lyne",52800000,50,68,"male","male"
"Unfinished Business","Ken Scott",10200000,10,28,"male","male"
"An Unfinished Life","Lasse Hallström",8500000,52,67,"male","male"
"Unfriended: Dark Web","Stephen Susco",8800000,59,40,"male","male"
"Unfriended","Levan Gabriadze",32400000,62,37,"male","female"
"The United States of Leland","Matthew Ryan Hoge",343800,34,81,"male","male"
"Unknown","Jaume Collet-Serra",63700000,55,55,NA,"male"
"Unknown Pleasures","Zhang-Ke Jia",8100,61,68,NA,"male"
"Unlawful Entry","Jonathan Kaplan",55900000,76,49,"male","male"
"Untamed Heart","Tony Bill",18800000,58,76,"male","female"
"(Untitled)","Jonathan Parker",230600,64,57,"male","male"
"The Untouchables","Brian De Palma",74500000,83,89,"male","male"
"Unwelcome","Jon Wright",21300,65,43,"male","male"
"Up at the Villa","Philip Haas",2900000,45,35,"male","female"
"Up in the Air","Jason Reitman",83800000,90,79,"male","male"
"Upgrade","Leigh Whannell",11800000,88,88,"female","male"
"The Upside of Anger","Mike Binder",18800000,74,63,"male","female"
"Uptown Girls","Boaz Yakin",36900000,13,61,"male","female"
"Us","Jordan Peele",1.75e+08,93,61,"male","female"
"U.S. Marshals","Stuart Baird",57800000,30,53,"male","male"
"The Usual Suspects","Bryan Singer",22600000,87,96,"male","male"
"Utama","Alejandro Loayza Grisi",52800,96,82,"male","male"
"Valentina's Wedding","Marco Polo Constandse",2800000,22,30,"male","female"
"Valiant","Gary Chapman",19500000,32,29,"male","male"
"Valkyrie","Bryan Singer",83100000,62,65,"male","male"
"Valley of Love","Guillaume Nicloux",28300,73,53,"male","male"
"Vampire's Kiss","Robert Bierman",96700,65,54,"male","male"
"Van Gogh","Maurice Pialat",5200,77,67,"male","male"
"Van Helsing","Stephen Sommers",1.2e+08,24,57,"male","female"
"Vantage Point","Pete Travis",72300000,34,57,"male","male"
"Varsity Blues","Brian Robbins",52900000,45,76,"male","male"
"Vatel","Roland Joffé",49500,31,61,"male","male"
"Velvet Goldmine","Todd Haynes",1e+06,62,80,"male","male"
"Venom","Ruben Fleischer",213500000,30,80,"male","male"
"Venus Beauty Institute","Tonie Marshall",416500,59,51,"female","female"
"Venus","Roger Michell",3300000,88,74,"male","female"
"Vera Drake","Mike Leigh",3800000,93,84,"male","female"
"Veronica Guerin","Joel Schumacher",1600000,53,69,"male","female"
"Veronica Mars","Rob Thomas",3300000,80,78,"male","female"
"Very Bad Things","Peter Berg",9900000,41,58,"male","male"
"Vice","Adam McKay",47800000,65,61,"male","male"
"Vicky Cristina Barcelona","Woody Allen",23200000,80,74,"male","male"
"Victor Frankenstein","Paul McGuigan",5700000,26,37,"male","male"
"Victoria & Abdul","Stephen Frears",22200000,66,68,"male","female"
"The Village Barbershop","Chris J. Ford",2400,80,57,"male","male"
"Viper Club","Maryam Keshavarz",44900,38,43,"female","female"
"Virgin","Deborah Kampmeier",9500,38,47,"female","female"
"Virginia","Dustin Lance Black",6900,11,25,"male","female"
"Viva","Paddy Breathnach",177100,80,85,"female","male"
"Viva Riva!","Djo Munga",61800,87,50,NA,"male"
"Volunteers","Nicholas Meyer",19400000,58,33,"male","male"
"The Thief","Pavel Chukhraj",1100000,88,88,"male","male"
"Vox Lux","Brady Corbet",727100,62,37,"male","female"
"Wag the Dog","Barry Levinson",4.3e+07,86,76,"male","male"
"Waist Deep","Vondie Curtis Hall",21300000,28,76,NA,"male"
"Waiting to Exhale","Forest Whitaker",64200000,56,79,"male","female"
"Waiting ...","Rob McKittrick",16100000,30,75,"male","male"
"Waitress","Adrienne Shelly",19100000,89,74,"female","female"
"Wakefield","Robin Swicord",259400,75,53,"female","male"
"Waking the Dead","Keith Gordon",327400,50,77,"male","male"
"Walk Hard: The Dewey Cox Story","Jake Kasdan",18300000,75,57,"male","male"
"A Walk on the Moon","Tony Goldwyn",4700000,73,71,"male","female"
"Walk on Water","Eytan Fox",2700000,73,87,"male","male"
"A Walk to Remember","Adam Shankman",41200000,29,78,"male","male"
"Walking and Talking","Nicole Holofcener",1300000,88,70,"female","female"
"Walking Tall","Kevin Bray",45900000,26,59,"male","male"
"Walking With the Enemy","Mark Schmidt",357000,44,59,"male","male"
"Wall Street: Money Never Sleeps","Oliver Stone",52500000,55,44,"male","male"
"Wall Street","Oliver Stone",41300000,79,81,"male","male"
"Wanderlust","David Wain",17300000,59,39,"male","male"
"War Dogs","Todd Phillips",4.3e+07,62,69,"male","male"
"War for the Planet of the Apes","Matt Reeves",146800000,94,84,"male","male"
"War Horse","Steven Spielberg",79900000,75,74,"male","male"
"War of the Worlds","Steven Spielberg",234300000,76,42,"male","male"
"War Room","Alex Kendrick",67800000,32,87,"male","female"
"Warcraft","Duncan Jones",47200000,29,76,"male","male"
"Warlock","Steve Miner",8300000,56,48,"male","male"
"Warriors of Virtue","Ronnie Yu",6400000,18,47,"male","male"
"Wasabi","Gérard Krawczyk",81500,43,69,NA,"male"
"The Watcher","Joe Charbanic",28900000,11,28,"male","male"
"Watchmen","Zack Snyder",107500000,65,71,"male","male"
"Water for Elephants","Francis Lawrence",58700000,60,70,"male","male"
"The Water Horse: Legend of the Deep","Jay Russell",40400000,74,62,"male","male"
"The Waterboy","Frank Coraci",161500000,33,71,"male","male"
"The Way Home","Jeong-Hyang Lee",444900,75,92,NA,"male"
"Wayne's World 2","Stephen Surjik",46200000,60,63,"male","male"
"We Are Your Friends","Max Joseph",3600000,40,42,"male","male"
"We Bought a Zoo","Cameron Crowe",75600000,65,71,"male","male"
"We Don't Live Here Anymore","John Curran",2e+06,65,54,"male","male"
"We Need to Talk About Kevin","Lynne Ramsay",487100,75,78,"female","female"
"We Own the Night","James Gray",28600000,57,61,"male","male"
"We the Animals","Jeremiah Zagar",400400,92,76,"male","male"
"The Weather Man","Gore Verbinski",12500000,60,56,NA,"male"
"Weathering With You","Makoto Shinkai",7800000,92,96,"male","male"
"Wedding Bell Blues","Dana Lustig",22000,40,47,"female","female"
"Wedding Crashers","David Dobkin",209200000,75,70,"male","male"
"The Wedding Date","Clare Kilner",31600000,11,67,"female","female"
"The Wedding Planner","Adam Shankman",60400000,17,59,"male","female"
"The Wedding Singer","Frank Coraci",80200000,72,80,"male","male"
"Weightless","Jaron Albertin",4200,58,42,"male","male"
"Welcome to Mooseport","Donald Petrie",14500000,13,19,"male","male"
"Welcome to the Dollhouse","Todd Solondz",4800000,93,86,"male","female"
"Welcome to the Rileys","Jake Scott",152900,54,58,"male","male"
"Wendy and Lucy","Kelly Reichardt",856900,86,67,"female","female"
"We're the Millers","Rawson Marshall Thurber",150400000,48,76,"male","male"
"Wes Craven's New Nightmare","Wes Craven",18100000,79,67,"male","female"
"What a Girl Wants","Dennie Gordon",3.6e+07,36,62,"male","female"
"What If","Michael Dowse",3500000,74,69,"male","male"
"What Just Happened?","Barry Levinson",1100000,50,22,"male","male"
"What Lies Beneath","Robert Zemeckis",155400000,47,58,"male","male"
"What They Had","Elizabeth Chomko",254400,87,83,"female","female"
"What to Expect When You're Expecting","Kirk Jones",41100000,23,47,"male","female"
"What Will People Say","Iram Haq",40600,78,76,"male","female"
"Whatever Works","Woody Allen",5300000,50,61,"male","male"
"What's Love Got to Do with It?","Shekhar Kapur",75000,71,85,NA,"female"
"What's Love Got to Do With It","Brian Gibson",38900000,97,88,"male","female"
"What's the Worst That Could Happen?","Sam Weisman",32300000,10,35,"male","male"
"What's Your Number?","Mark Mylod",1.4e+07,23,44,"male","female"
"When a Man Loves a Woman","Luis Mandoki",5e+07,69,77,"male","female"
"When a Stranger Calls","Simon West",47900000,9,43,"male","female"
"And When Did You Last See Your Father?","Anand Tucker",1100000,73,64,"male","male"
"When Harry Tries to Marry","Nayan Padrai",38300,13,41,"male","male"
"When in Rome","Mark Steven Johnson",32700000,17,41,"male","female"
"When Night Is Falling","Patricia Rozema",786000,53,80,"female","female"
"Where Hope Grows","Chris Dowling",1200000,50,75,"male","male"
"Where Is Kyra?","Andrew Dosunmu",7000,83,52,"male","female"
"Where the Crawdads Sing","Olivia Newman",9e+07,35,96,"female","female"
"Where the Wild Things Are","Spike Jonze",77200000,73,57,"male","male"
"While We're Young","Noah Baumbach",7600000,84,51,"male","male"
"Whip It","Drew Barrymore",1.3e+07,86,74,"male","female"
"Whiplash","Damien Chazelle",13200000,94,94,"male","male"
"White Bird in a Blizzard","Gregg Araki",33500,57,43,"male","female"
"White Boy Rick","Yann Demange",2.4e+07,57,50,"male","male"
"White Fang 2: Myth of the White Wolf","Ken Olin",8700000,71,47,"male","male"
"White House Down","Roland Emmerich",73100000,51,62,"male","male"
"White Hunter, Black Heart","Clint Eastwood",1700000,83,62,"male","male"
"White Men Can't Jump","Ron Shelton",71600000,75,69,"male","male"
